Pipe ID,Pipe Name,Pipe Ownership,Row Number,Item,2010Q4,2011Q4,2012Q4,2013Q4,2014Q4,2015Q4,2016Q4,2017Q4,2018Q4,2019Q4,2020Q4,2021Q4,2022Q4,2023Q4,2024Q4
183,"SouthTex 66 Pipeline Company, Ltd.",Chevron Phillips Chemicals International (99.000%) | PSX (1.000%),100,Total Interstate Operating Revenues,6958042,7899599,7538411,7879054,9228276,9747517,9884515,9126591,5925085,4922214,7903979,355543,1862119,5595395,3165256
183,"SouthTex 66 Pipeline Company, Ltd.",Chevron Phillips Chemicals International (99.000%) | PSX (1.000%),110,Total Interstate Throughput in Barrels,12129116,13380410,11873754,11624881,13078287,13251325,13282012,12376422,7922283,6218146,9771108,435570,2206460,5971333,3164916
183,"SouthTex 66 Pipeline Company, Ltd.",Chevron Phillips Chemicals International (99.000%) | PSX (1.000%),120,Total Interstate Throughput in Barrel-Miles,1028391358,1134484823,1006739980,985638785,1108868720,1123540093,1126141951,1049359692,671706609,527217945,828462934,36930674,187079124,506291411,268343733
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),10,Operating and Maintenance Expenses,11679799,11835987,14502536,22104849,24937790,28003017,27614049,29220955,28682947,30065155,28155338,28935507,30096207,32348457,33272322
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),20,Depreciation Expense,1621286,1686861,1902029,4879152,6496293,6955946,7548967,7427986,7422342,7536323,7417340,7807335,7773546,7883234,8005905
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),30,AFUDC Depreciation,32643,33587,44524,75281,81625,336135,341463,417443,508557,515145,500737,521990,519422,523895,523423
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),40,Amortization of Deferred Earnings,224941,239713,255578,267882,285069,313454,356223,420110,481179,544637,598555,640705,695785,747229,782535
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),50,Rate Base,37106918,38114355,40387152,0,0,0,0,0,0,0,0,,,,
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),51,Rate Base - Original Cost,,,,141130766,192795909,198936424,204285318,207939364,203867349,196729477,193151837,187852949,179174123,173054886,168959443
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),52,Rate Base - Unamortized Starting Rate Base Write-Up,,,,0,0,0,0,0,0,0,0,,,,
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),53,Rate Base - Accumulated Net Deferred Earnings,,,,5216964,5521777,6108382,7261688,9155792,10966435,12811304,14262376,15227278,16602079,18239475,19807517
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),54,Total Rate Base -Trended Original Cost - (line 5a + line 5b + line 5c),,,,146347730,198317686,205044806,211547006,217095156,214833784,209540781,207414213,203080227,195776202,191294361,188766960
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),60,Rate of Return % (10.25% - 10.25),7.86,7.81,8.58,0,0,0,0,0,0,0,0,,,,
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),61,Rate of Return - Adjusted Capital Structure Ratio for Long Term Debt,,,,50.03,49.75,51.31,43.46,47.15,44.04,45.07,47.06,49.88,51.25,50.66,52.81
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),62,Rate of Return - Adjusted Capital Structure Ratio for Stockholders’ Equity,,,,49.97,50.25,48.69,56.54,52.85,55.96,54.93,52.94,50.12,48.75,49.34,47.19
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),63,Rate of Return - Cost of Long Term Debt Capital,,,,5.29,4.86,4.86,4.82,4.09,4.52,4.13,3.75,3.48,4.28,4.99,4.91
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),64,Rate of Return - Real Cost of Stockholders’ Equity,,,,11.86,10.28,9.71,12.59,11.12,13.34,11.1,13.45,13.9,11.27,10.78,9.84
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),65,Rate of Return - Weighted Average Cost of Capital - (line 6a x line 6c + line 6b x line 6d),,,,8.57,7.58,7.22,9.21,7.81,9.46,7.96,8.89,8.7,7.69,7.85,7.24
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),70,Return on Trended Original Cost Rate Base,2916603.75,2976731.13,3465217.64,0,0,0,0,0,0,0,0,,,,
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),71,Return on Rate Base - Debt Component - (line 5d x line 6a x line 6c),,,,3873220,4795024.17,5113132.61,4431427.45,4186538.97,4276498.49,3900373.24,3660342.32,3525115,4294351,4835795,4894673
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),72,Return on Rate Base - Equity Component - (line 5d x line 6b x line 6d),,,,8673213.34,10244496.71,9694106.29,15058732.46,12758508.64,16037479.47,12776183.36,14768783.85,14147950,10756189,10174664,8765386
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),73,Total Return on Rate Base - (line 7a + line 7b),,,,12546433.33,15039520.88,14807238.9,19490159.91,16945047.61,20313977.96,16676556.6,18429126.17,17673065,15050540,15010459,13660059
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),80,Income Tax Allowance,1447308,1435844,1736332,5655727,6679728,6497899,10217067,8542580,5433254,4349779,5062204,4827782,3721804,3570226,3098633
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),81,Composite Tax Rate % (37.50% - 37.50),,,,38.5,38.55,38.63,39.34,38.63,25.36,25.37,25.45,25.3,25.4,25.5,25.5
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),90,Total Cost of Service,17922580.75,18208723.13,21906216.64,45529324.33,53520025.88,56913689.9,65567928.91,62974121.61,62842256.96,59687595.6,60163300.17,60406384,57857304,60083500,59342877
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),100,Total Interstate Operating Revenues,16664166,17796860,21972888,31772418,48837387,53215027,48689526,55541576,47198074,50183411,41366919,47488535,40363385,59378323,75642754
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),110,Total Interstate Throughput in Barrels,24078693,26614256,26208130,32579724,41962202,43901663,39073498,52096486,40918240,37323478,29769870,36716396,28777714,32032158,39522022
184,Enbridge Pipelines (Toledo) Inc.,ENB (100.000%),120,Total Interstate Throughput in Barrel-Miles,2071401972,2279272031,2235809025,2619834917,3112500607,3285577936,2889821532,3368012769,2756878002,2732938432,2411962291,2778616024,2037698905,2279135669,3044741981
186,Seaway Products Pipeline Company,COP (100.000%),10,Operating and Maintenance Expenses,5017995,3051337,,,,,,,,,,,,,
186,Seaway Products Pipeline Company,COP (100.000%),20,Depreciation Expense,1433006,900911,,,,,,,,,,,,,
186,Seaway Products Pipeline Company,COP (100.000%),30,AFUDC Depreciation,54361,41579,,,,,,,,,,,,,
186,Seaway Products Pipeline Company,COP (100.000%),40,Amortization of Deferred Earnings,1684341,1242400,,,,,,,,,,,,,
186,Seaway Products Pipeline Company,COP (100.000%),50,Rate Base,114030082,83616844,,,,,,,,,,,,,
186,Seaway Products Pipeline Company,COP (100.000%),60,Rate of Return % (10.25% - 10.25),8.87,8.89,,,,,,,,,,,,,
186,Seaway Products Pipeline Company,COP (100.000%),70,Return on Trended Original Cost Rate Base,10114468.27,7433537.43,,,,,,,,,,,,,
186,Seaway Products Pipeline Company,COP (100.000%),80,Income Tax Allowance,7640588,5634859,,,,,,,,,,,,,
186,Seaway Products Pipeline Company,COP (100.000%),90,Total Cost of Service,25944759.27,18304623.43,,,,,,,,,,,,,
186,Seaway Products Pipeline Company,COP (100.000%),100,Total Interstate Operating Revenues,1220016,1218269,,,,,,,,,,,,,
186,Seaway Products Pipeline Company,COP (100.000%),110,Total Interstate Throughput in Barrels,1835959,1799677,,,,,,,,,,,,,
186,Seaway Products Pipeline Company,COP (100.000%),120,Total Interstate Throughput in Barrel-Miles,959793466,940826144,,,,,,,,,,,,,
187,"NuStar Logistics, L.P.",NS (100.000%),10,Operating and Maintenance Expenses,26594380,26094328,28259335,37065628,55068030,41851393,37495074,39321089,35644751,36934594,32933385,40041023,41630006,45397028,46826820
187,"NuStar Logistics, L.P.",NS (100.000%),20,Depreciation Expense,11402375,11404773,11641771,15176610,16846070,18170012,9218192,8632679,8919619,8996274,12107931,12241369,12222297,24079447,24076976
187,"NuStar Logistics, L.P.",NS (100.000%),30,AFUDC Depreciation,166856,186397,196397,251420,383566,523154,340871,383626,404143,419661,510640,467444,469272,945558,968297
187,"NuStar Logistics, L.P.",NS (100.000%),40,Amortization of Deferred Earnings,231671,77145,373121,247583,161912,257892,2049001,2337907,2249993,2287873,2351793,2415209,2516592,2691869,2927870
187,"NuStar Logistics, L.P.",NS (100.000%),50,Rate Base,184206611,182290370,171159301,0,0,0,0,0,0,0,0,,,,
187,"NuStar Logistics, L.P.",NS (100.000%),51,Rate Base - Original Cost,,,,262148363,375353663,339874135,296819815,346083689,339486428,403094510,521947138,512156418,501832954,494365212,478179709
187,"NuStar Logistics, L.P.",NS (100.000%),52,Rate Base - Unamortized Starting Rate Base Write-Up,,,,0,0,0,0,0,0,0,0,,,,
187,"NuStar Logistics, L.P.",NS (100.000%),53,Rate Base - Accumulated Net Deferred Earnings,,,,30268564,32326466,35548460,39358203,48025852,49239272,52731204,54391592,57530509,63244507,68577489,73964129
187,"NuStar Logistics, L.P.",NS (100.000%),54,Total Rate Base -Trended Original Cost - (line 5a + line 5b + line 5c),,,,292416927,407680129,375422595,336178018,394109541,388725700,455825714,576338730,569686927,565077461,562942701,552143838
187,"NuStar Logistics, L.P.",NS (100.000%),60,Rate of Return % (10.25% - 10.25),10.15,10.36,10.46,0,0,0,0,0,0,0,0,,,,
187,"NuStar Logistics, L.P.",NS (100.000%),61,Rate of Return - Adjusted Capital Structure Ratio for Long Term Debt,,,,40,40,40,35.32,35.13,34.93,35.37,36.23,35.96,35.52,35.13,48.5
187,"NuStar Logistics, L.P.",NS (100.000%),62,Rate of Return - Adjusted Capital Structure Ratio for Stockholders’ Equity,,,,60,60,60,64.68,64.87,65.07,64.63,63.77,64.04,64.48,64.87,51.5
187,"NuStar Logistics, L.P.",NS (100.000%),63,Rate of Return - Cost of Long Term Debt Capital,,,,4.4,4.67,4.32,4.98,4.85,4.51,4.44,4.34,4.33,7.9,6.9,5.54
187,"NuStar Logistics, L.P.",NS (100.000%),64,Rate of Return - Real Cost of Stockholders’ Equity,,,,13.62,13.31,13.02,13.3,12.22,16.19,10.85,10.69,13.07,11.8,10.4,9.18
187,"NuStar Logistics, L.P.",NS (100.000%),65,Rate of Return - Weighted Average Cost of Capital - (line 6a x line 6c + line 6b x line 6d),,,,9.93,9.85,9.54,10.36,9.63,12.11,8.58,8.39,9.93,10.41,9.17,7.41
187,"NuStar Logistics, L.P.",NS (100.000%),70,Return on Trended Original Cost Rate Base,18696971.02,18885282.33,17903262.88,0,0,0,0,0,0,0,0,,,,
187,"NuStar Logistics, L.P.",NS (100.000%),71,Return on Rate Base - Debt Component - (line 5d x line 6a x line 6c),,,,5146537.92,7615464.81,6487302.44,5913156.18,6714858.07,6123763.1,7158414.64,9062246.45,8870413,15856526,13645562,14835553
187,"NuStar Logistics, L.P.",NS (100.000%),72,Return on Rate Base - Equity Component - (line 5d x line 6b x line 6d),,,,23896311.27,32557335.1,29328013.12,28919512.29,31241512.6,40951603.32,31964117.25,39289086.15,47682955,42994710,37978817,26103704
187,"NuStar Logistics, L.P.",NS (100.000%),73,Total Return on Rate Base - (line 7a + line 7b),,,,29042849.19,40172799.91,35815315.56,34832668.47,37956370.66,47075366.43,39122531.89,48351332.6,56553368,58851236,51624379,40939257
187,"NuStar Logistics, L.P.",NS (100.000%),80,Income Tax Allowance,8690728,8111436,8373282,12853866,17599708,16192991,16449558,0,0,0,0,,,,
187,"NuStar Logistics, L.P.",NS (100.000%),81,Composite Tax Rate % (37.50% - 37.50),,,,34.54,34.54,34.54,34.5,0,0,0,0,,,,
187,"NuStar Logistics, L.P.",NS (100.000%),90,Total Cost of Service,65782981.02,64759361.33,66747168.88,94637956.19,130232085.9,112810757.6,100385364.5,88631671.66,94293872.43,87760933.89,96255081.6,111718413,115689403,124738281,115750211
187,"NuStar Logistics, L.P.",NS (100.000%),100,Total Interstate Operating Revenues,62773113,64283633,65595506,87806632,174109168,164250657,126812761,106661532,109586934,119375985,113562778,119460551,125794261,132739815,127021084
187,"NuStar Logistics, L.P.",NS (100.000%),110,Total Interstate Throughput in Barrels,141312992,124340048,121461287,136947298,187930655,126647984,101368321,98120689,97894440,139767861,157672725,171557218,175587810,155071125,120102933
187,"NuStar Logistics, L.P.",NS (100.000%),120,Total Interstate Throughput in Barrel-Miles,16015464521,16600733239,15594685079,17377479747,21258928085,19621126158,17594909618,16004949904,17387383535,17506632872,16348219404,17617797517,17899364497,17949873219,14743854167
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",10,Operating and Maintenance Expenses,3104877,1949731,2835408,3612072,4943323,3853840,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",20,Depreciation Expense,542688,-356729,215111,96073,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",30,AFUDC Depreciation,,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",40,Amortization of Deferred Earnings,,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",50,Rate Base,,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",51,Rate Base - Original Cost,,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",52,Rate Base - Unamortized Starting Rate Base Write-Up,,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",53,Rate Base - Accumulated Net Deferred Earnings,,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",54,Total Rate Base -Trended Original Cost - (line 5a + line 5b + line 5c),,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",60,Rate of Return % (10.25% - 10.25),,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",61,Rate of Return - Adjusted Capital Structure Ratio for Long Term Debt,,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",62,Rate of Return - Adjusted Capital Structure Ratio for Stockholders’ Equity,,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",63,Rate of Return - Cost of Long Term Debt Capital,,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",64,Rate of Return - Real Cost of Stockholders’ Equity,,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",65,Rate of Return - Weighted Average Cost of Capital - (line 6a x line 6c + line 6b x line 6d),,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",70,Return on Trended Original Cost Rate Base,,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",71,Return on Rate Base - Debt Component - (line 5d x line 6a x line 6c),,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",72,Return on Rate Base - Equity Component - (line 5d x line 6b x line 6d),,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",73,Total Return on Rate Base - (line 7a + line 7b),,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",80,Income Tax Allowance,,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",81,Composite Tax Rate % (37.50% - 37.50),,,,,0,0,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",90,Total Cost of Service,3647565,1593002,3050519,3708145,4943323,3853840,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",100,Total Interstate Operating Revenues,2802491,2517003,2797723,2598704,3748531,2691672,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",110,Total Interstate Throughput in Barrels,3035578,2887739,2678716,2488492,2264650,2215260,,,,,,,,,
188,Ellwood Pipeline Inc.,"Venoco, Inc. (100.000%)",120,Total Interstate Throughput in Barrel-Miles,78925028,75081214,69646616,64700792,58880900,57596760,,,,,,,,,
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",10,Operating and Maintenance Expenses,8115000,10017000,11242000,12203000,10675420,14373694,14529805,17005254,11733800,10635397,8528888,7839246,9547121,9776048,9956109
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",20,Depreciation Expense,1918000,1917000,1995000,2586000,3557857,4435659,4254089,4431187,4318729,3059476,3613596,1574207,99592,118589,147980
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",30,AFUDC Depreciation,56000,59000,66000,82000,111950,140175,137650,143669,136613,94421,110875,49881,3171,3782,4715
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",40,Amortization of Deferred Earnings,220000,228000,233000,237000,243071,217262,223104,236294,241644,243295,251549,243793,234828,236335,236727
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",50,Rate Base,9885000,10342000,12873000,0,0,0,0,0,0,0,0,,,,
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",51,Rate Base - Original Cost,,,,12431000,16305957,15633301,15547174,12369594,13333111,10973154,8023045,12107725,12550259,14469584,17049455
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",52,Rate Base - Unamortized Starting Rate Base Write-Up,,,,0,0,0,0,0,0,0,0,,0,0,0
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",53,Rate Base - Accumulated Net Deferred Earnings,,,,3849000,3728331,3514591,3575920,3627625,3607770,3640659,3532975,3040145,3050935,3097732,3136110
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",54,Total Rate Base -Trended Original Cost - (line 5a + line 5b + line 5c),,,,16280000,20034288,19147892,19123094,15997219,16940881,14613813,11556020,15147870,15601194,17567316,20185565
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",60,Rate of Return % (10.25% - 10.25),11.4,11.48,11.31,0,0,0,0,0,0,0,0,,,,
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",61,Rate of Return - Adjusted Capital Structure Ratio for Long Term Debt,,,,18.34,16.1,23.05,41.88,38.53,42.86,39.94,38.68,42.54,41.9,42.61,48.03
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",62,Rate of Return - Adjusted Capital Structure Ratio for Stockholders’ Equity,,,,81.66,83.9,76.95,58.12,61.47,57.14,60.06,61.32,57.46,58.1,57.39,51.97
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",63,Rate of Return - Cost of Long Term Debt Capital,,,,4.81,4.81,5.08,4.98,4.86,4.51,4.44,4.34,4.33,4.5,4.87,4.99
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",64,Rate of Return - Real Cost of Stockholders’ Equity,,,,10.39,10.29,9.95,13.3,12.22,16.19,10.85,10.7,13.07,11.79,9.83,9.18
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",65,Rate of Return - Weighted Average Cost of Capital - (line 6a x line 6c + line 6b x line 6d),,,,9.37,9.41,8.83,9.82,9.38,11.18,8.29,8.24,9.35,8.73,7.71,7.16
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",70,Return on Trended Original Cost Rate Base,1126890,1187261.6,1455936.3,0,0,0,0,0,0,0,0,,,,
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",71,Return on Rate Base - Debt Component - (line 5d x line 6a x line 6c),,,,143614.67,155147.53,224210.33,398835.84,299557.2,327464.86,259152.01,193992.29,279021,294127,364779,483787
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",72,Return on Rate Base - Equity Component - (line 5d x line 6b x line 6d),,,,1381272.37,1729622.19,1466063.14,1478207.52,1201652.54,1567195.14,952310.59,758218.21,1137608,1068765,991281,963022
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",73,Total Return on Rate Base - (line 7a + line 7b),,,,1524887.04,1884769.72,1690273.46,1877043.35,1501209.75,1894660,1211462.59,952210.5,1416629,1362892,1356060,1446809
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",80,Income Tax Allowance,656000,698000,816000,892000,998150,948629,937796,861106,658456,454949,398052,454942,434386,637840,629239
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",81,Composite Tax Rate % (37.50% - 37.50),,,,35,35,35,35,35,24,24,24,24,24,24,24
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",90,Total Cost of Service,12091890,14106261.6,15807936.3,17524887.04,17471217.72,21805692.46,21959487.35,24178719.75,18983902,15699000.59,13855170.5,11578698,11681990,12128654,12421579
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",100,Total Interstate Operating Revenues,12711399,10580667,12659495,14693316,20293245,25206044,23793768,26997229,29382968,28630610,26167725,27919092,29416159,30018642,27821178
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",110,Total Interstate Throughput in Barrels,15146320,10366423,11823360,10801190,10366632,11376970,9525675,10330834,11394249,10686623,9374686,9631674,9503617,9199095,8380750
190,Red Butte Pipe Line LLC,"SCM RED BUTTE, LLC (100.000%)",120,Total Interstate Throughput in Barrel-Miles,1310089223,873118471,909089521,722586554,757688410,970520533,1016465854,1239080146,1318245787,1080571781,1005562896,1170714063,1254592364,1178495490,1159891049
194,"Cypress Pipe Line Company, LLC",BP (50.000%) | CVX (50.000%),10,Operating and Maintenance Expenses,19018171,,,,,,,,,,,,,,
194,"Cypress Pipe Line Company, LLC",BP (50.000%) | CVX (50.000%),20,Depreciation Expense,108066,,,,,,,,,,,,,,
194,"Cypress Pipe Line Company, LLC",BP (50.000%) | CVX (50.000%),30,AFUDC Depreciation,6395,,,,,,,,,,,,,,
194,"Cypress Pipe Line Company, LLC",BP (50.000%) | CVX (50.000%),40,Amortization of Deferred Earnings,122378,,,,,,,,,,,,,,
194,"Cypress Pipe Line Company, LLC",BP (50.000%) | CVX (50.000%),50,Rate Base,5950481,,,,,,,,,,,,,,
194,"Cypress Pipe Line Company, LLC",BP (50.000%) | CVX (50.000%),60,Rate of Return % (10.25% - 10.25),7.15,,,,,,,,,,,,,,
194,"Cypress Pipe Line Company, LLC",BP (50.000%) | CVX (50.000%),70,Return on Trended Original Cost Rate Base,425459.39,,,,,,,,,,,,,,
194,"Cypress Pipe Line Company, LLC",BP (50.000%) | CVX (50.000%),90,Total Cost of Service,19680469.39,,,,,,,,,,,,,,
194,"Cypress Pipe Line Company, LLC",BP (50.000%) | CVX (50.000%),100,Total Interstate Operating Revenues,-76646,,,,,,,,,,,,,,
194,"Cypress Pipe Line Company, LLC",BP (50.000%) | CVX (50.000%),110,Total Interstate Throughput in Barrels,17,,,,,,,,,,,,,,
194,"Cypress Pipe Line Company, LLC",BP (50.000%) | CVX (50.000%),120,Total Interstate Throughput in Barrel-Miles,969,,,,,,,,,,,,,,
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),10,Operating and Maintenance Expenses,902213,902491,902083,901496,901780,902863,901714,902408,902207,901949,2460730,2001895,2002014,2126880,2165186
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),20,Depreciation Expense,425714,425715,425714,425714,425714,425714,425714,425714,425714,425715,425714,425714,425715,425713,425714
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),30,AFUDC Depreciation,,,,0,0,0,0,0,0,0,25702,25702,25702,25701,25702
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),40,Amortization of Deferred Earnings,79473,87621,89230,96747,101099,95761,99598,103796,107242,112325,99020,101309,104163,107398,110493
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),50,Rate Base,14496340,14469980,14266252,0,0,0,0,0,0,0,0,,,,
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),51,Rate Base - Original Cost,,,,14151136,13941325,13588994,13445504,13306448,13145224,13020781,5523302,5115104,4706905,4298707,3890509
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),52,Rate Base - Unamortized Starting Rate Base Write-Up,,,,0,0,0,0,0,0,0,0,,0,0,0
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),53,Rate Base - Accumulated Net Deferred Earnings,,,,4210,4165,4110,4238,4362,4446,4572,2266510,2246471,2243614,2251071,2250452
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),54,Total Rate Base -Trended Original Cost - (line 5a + line 5b + line 5c),,,,14155346,13945490,13593104,13449742,13310810,13149670,13025353,7789812,7361575,6950519,6549778,6140961
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),60,Rate of Return % (10.25% - 10.25),10.11,6.74,7.39,0,0,0,0,0,0,0,0,,,,
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),61,Rate of Return - Adjusted Capital Structure Ratio for Long Term Debt,,,,38.43,36.95,28.89,42.11,42.57,43.12,43.22,30.76,29.53,27.93,26.82,26.83
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),62,Rate of Return - Adjusted Capital Structure Ratio for Stockholders’ Equity,,,,61.57,63.05,71.11,57.89,57.43,56.88,56.78,69.24,70.47,72.07,73.18,73.17
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),63,Rate of Return - Cost of Long Term Debt Capital,,,,4.51,3.93,4.11,4.11,4.33,4.38,4.34,3.89,3.9,3.9,3.96,3.98
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),64,Rate of Return - Real Cost of Stockholders’ Equity,,,,11.5,10.29,9.95,13.3,12.22,16.19,10.85,10.69,13.07,11.8,9.83,9.18
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),65,Rate of Return - Weighted Average Cost of Capital - (line 6a x line 6c + line 6b x line 6d),,,,8.81,7.94,8.26,9.43,8.86,11.1,8.04,8.6,10.36,9.59,8.26,7.78
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),70,Return on Trended Original Cost Rate Base,1465579.97,975276.65,1054276.02,0,0,0,0,0,0,0,0,,,,
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),71,Return on Rate Base - Debt Component - (line 5d x line 6a x line 6c),,,,245339.47,202507.34,161401.66,232777.51,245355.63,248352.03,244322.8,93210.09,84781,75710,69563,65575
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),72,Return on Rate Base - Equity Component - (line 5d x line 6b x line 6d),,,,1002276.35,904761.78,961772.6,1035545.4,934145.46,1210936.28,802443.8,576582.88,678033,591090,471164,412489
195,Baton Rouge Pipeline LLC,EPD (32.300%) | WMB (67.800%),73,Total Return on Rate Base - (line 7a + line 7b),,,,1247615.82,1107269.12,1123174.26,1268322.91,1179501.09,1459288.31,1046766.6,669792.96,762814,666800,540727,478064
